Start_interval,Lactose,Whey central,Whey west
1/2/2023,0.47044335,0.41,0.435
1/9/2023,0.465517241,0.4025,0.435
1/16/2023,0.460591133,0.3725,0.415
1/23/2023,0.438423645,0.36,0.405
1/30/2023,0.433497537,0.36,0.385
2/6/2023,0.403940887,0.3725,0.38
2/13/2023,0.399014778,0.3825,0.4025
2/20/2023,0.399014778,0.405,0.41875
2/27/2023,0.384236453,0.415,0.43
3/6/2023,0.366995074,0.42,0.43
3/13/2023,0.344827586,0.43,0.44
3/20/2023,0.330049261,0.43,0.44
3/27/2023,0.330049261,0.44,0.435
4/3/2023,0.300492611,0.44,0.43
4/10/2023,0.280788177,0.44,0.415
4/24/2023,0.275862069,0.405,0.4125
5/1/2023,0.266009852,0.3975,0.4
5/8/2023,0.251231527,0.3775,0.395
5/15/2023,0.251231527,0.35,0.38
5/22/2023,0.251231527,0.325,0.365
5/29/2023,0.236453202,0.31,0.355
6/5/2023,0.221674877,0.31,0.335
6/12/2023,0.221674877,0.3,0.335
6/19/2023,0.221674877,0.2875,0.335
6/26/2023,0.206896552,0.27375,0.30125
7/3/2023,0.201970443,0.26,0.3
7/10/2023,0.192118227,0.2525,0.3
7/15/2023,0.189655172,0.2425,0.27
7/24/2023,0.192118227,0.25,0.28
7/31/2023,0.192118227,0.25,0.285
8/7/2023,0.197044335,0.25,2.95
8/14/2023,0.206896552,0.2525,0.31
8/21/2023,0.206896552,0.2525,0.32
8/28/2023,0.221674877,0.27,0.34
9/4/2023,0.226600985,0.28,0.33
1/3/2022,0.399014778,0.695,0.72625
1/10/2022,0.399014778,0.715,0.73625
1/17/2022,0.399014778,0.735,0.7475
1/24/2022,0.399014778,0.745,0.765
1/31/2022,0.399014778,0.775,0.79
2/7/2022,0.399014778,0.7925,0.81
2/14/2022,0.399014778,0.80125,0.8
2/21/2022,0.399014778,0.805,0.7925
2/28/2022,0.399014778,0.7825,0.7825
3/7/2022,0.399014778,0.7825,0.77
3/14/2022,0.408866995,0.775,0.76
3/28/2022,0.408866995,0.715,0.7275
4/4/2022,0.418719212,0.645,0.6625
4/11/2022,0.428571429,0.6425,0.645
4/18/2022,0.428571429,0.6425,0.655
4/25/2022,0.428571429,0.635,0.655
5/2/2022,0.428571429,0.63,0.62
5/9/2022,0.428571429,0.61,0.62
5/16/2022,0.431034483,0.59,0.61
5/23/2022,0.431034483,0.5775,0.59
5/30/2022,0.431034483,0.575,0.59
6/6/2022,0.433497537,0.575,0.5925
6/13/2022,0.433497537,0.57,0.59
6/20/2022,0.438423645,0.57,0.575
6/27/2022,0.448275862,0.5325,0.555
7/4/2022,0.448275862,0.525,0.54
7/11/2022,0.448275862,0.525,0.54
7/18/2022,0.448275862,0.4975,0.51
7/25/2022,0.448275862,0.485,0.51
8/1/2022,0.448275862,0.455,0.51
8/8/2022,0.448275862,0.45,0.485
8/15/2022,0.448275862,0.45,0.49
8/22/2022,0.448275862,0.4525,0.49
8/29/2022,0.448275862,0.4525,0.535
9/5/2022,0.448275862,0.46,0.515
9/12/2022,0.450738916,0.46,0.53
9/19/2022,0.450738916,0.45,0.5425
9/26/2022,0.450738916,0.4425,0.515
10/3/2022,0.458128079,0.44,0.5
10/10/2022,0.458128079,0.44,0.5
10/17/2022,0.477832512,0.44,0.505
10/24/2022,0.477832512,0.44,0.495
10/31/2022,0.477832512,0.44,0.48625
11/7/2022,0.477832512,0.44,0.48
11/14/2022,0.477832512,0.44,0.485
11/21/2022,0.477832512,0.44,0.485
11/28/2022,0.477832512,0.435,0.48
12/5/2022,0.477832512,0.43,0.4775
12/12/2022,0.467980296,0.415,0.4775
12/19/2022,0.467980296,0.41,0.465
12/26/2022,0.467980296,0.405,0.44
1/4/2021,0.399014778,0.45125,0.46
1/11/2021,0.399014778,0.485,0.48
1/18/2021,0.399014778,0.49,0.4875
1/25/2021,0.413793103,0.495,0.5
2/1/2021,0.406403941,0.5025,0.5075
2/8/2021,0.406403941,0.5075,0.515
2/15/2021,0.406403941,0.52,0.515
2/22/2021,0.413793103,0.5225,0.54125
3/1/2021,0.413793103,0.5625,0.5475
3/8/2021,0.418719212,0.565,0.5625
3/15/2021,0.42364532,0.59,0.58
3/22/2021,0.433497537,0.6,0.595
3/29/2021,0.438423645,0.605,0.60375
4/5/2020,0.443349754,0.61,0.615
4/12/2021,0.443349754,0.6225,0.63
4/19/2021,0.443349754,0.6275,0.64875
4/26/2021,0.443349754,0.63,0.655
5/3/2021,0.443349754,0.65,0.65
5/10/2021,0.443349754,0.645,0.64
5/17/2021,0.443349754,0.64,0.6475
5/24/2021,0.443349754,0.64,0.64125
5/31/2021,0.443349754,0.6375,0.64125
6/7/2021,0.443349754,0.62125,0.625
6/14/2021,0.443349754,0.62,0.6325
6/21/2021,0.448275862,0.595,0.62
6/28/2021,0.448275862,0.595,0.6075
7/5/2021,0.45320197,0.5675,0.5975
7/12/2021,0.45320197,0.5475,0.5825
7/19/2021,0.45320197,0.535,0.585
7/26/2021,0.448275862,0.53,0.57875
8/2/2021,0.448275862,0.50375,0.55875
8/9/2021,0.448275862,0.50375,0.5525
8/16/2021,0.448275862,0.50375,0.55375
8/23/2021,0.443349754,0.4975,0.5525
8/30/2021,0.443349754,0.495,0.5525
9/6/2021,0.433497537,0.5,0.535
9/13/2021,0.433497537,0.5,0.54
9/20/2021,0.433497537,0.51,0.54
9/27/2021,0.433497537,0.51,0.5575
10/4/2021,0.428571429,0.5475,0.5575
10/11/2021,0.418719212,0.565,0.56625
10/18/2021,0.413793103,0.575,0.5675
10/25/2021,0.408866995,0.59,0.5725
11/1/2021,0.408866995,0.595,0.58875
11/8/2021,0.408866995,0.605,0.595
11/15/2021,0.406403941,0.6425,0.6225
11/22/2021,0.406403941,0.6425,0.635
11/29/2021,0.399014778,0.65125,0.645
12/6/2021,0.399014778,0.65375,0.665
12/13/2021,0.399014778,0.6625,0.67625
12/20/2021,0.399014778,0.675,0.71625
12/27/2021,0.399014778,0.6825,0.71625
1/1/2019,0.285714286,0.34,0.34875
1/6/2020,0.293103448,0.34,0.34875
1/13/2020,0.293103448,0.345,0.35125
1/20/2020,0.295566502,0.35375,0.35625
1/27/2020,0.295566502,0.35375,0.35625
2/3/2020,0.298029557,0.355,0.365
2/10/2020,0.300492611,0.36,0.37875
2/17/2020,0.300492611,0.36375,0.375
2/24/2020,0.300492611,0.35875,0.37
3/2/2020,0.305418719,0.35875,0.37
3/9/2020,0.305418719,0.35875,0.37
3/16/2020,0.305418719,0.35875,0.37
3/23/2020,0.305418719,0.35,0.37
3/30/2020,0.312807882,0.35,0.36
4/6/2020,0.332512315,0.3475,0.355
4/13/2020,0.337438424,0.3525,0.365
4/20/2020,0.349753695,0.3525,0.3675
4/27/2020,0.369458128,0.3625,0.37
5/4/2020,0.379310345,0.3625,0.38
5/11/2020,0.39408867,0.3675,0.38
5/18/2020,0.408866995,0.365,0.38
5/25/2020,0.408866995,0.3625,0.3675
6/1/2020,0.431034483,0.36,0.3525
6/8/2020,0.445812808,0.355,0.3525
6/15/2020,0.458128079,0.3525,0.3525
6/22/2020,0.467980296,0.33625,0.35
6/29/2020,0.497536946,0.33125,0.35
7/6/2020,0.507389163,0.325,0.35
7/13/2020,0.512315271,0.3225,0.345
7/20/2020,0.512315271,0.3175,0.3475
7/27/2020,0.512315271,0.315,0.355
8/3/2020,0.507389163,0.3125,0.345
8/10/2020,0.507389163,0.3,0.34
8/17/2020,0.504926108,0.2975,0.34
8/24/2020,0.504926108,0.295,0.34
8/31/2020,0.502463054,0.295,0.34
9/7/2020,0.497536946,0.3025,0.34
9/14/2020,0.497536946,0.3025,0.34
9/21/2020,0.497536946,0.32,0.34
9/28/2020,0.495073892,0.3325,0.345
10/5/2020,0.495073892,0.335,0.3625
10/12/2020,0.492610837,0.35,0.37
10/19/2020,0.492610837,0.355,0.38375
10/26/2020,0.490147783,0.365,0.38375
11/2/2020,0.480295567,0.385,0.4
11/9/2020,0.475369458,0.4,0.405
11/16/2020,0.460591133,0.405,0.41
11/23/2020,0.460591133,0.405,0.41
11/30/2020,0.445812808,0.4175,0.43
12/7/2020,0.435960591,0.42,0.43
12/14/2020,0.42364532,0.435,0.455
12/21/2020,0.424466338,0.43,0.4475
12/28/2020,0.413793103,0.435,0.4575
1/7/2019,0.36453202,0.47,0.4625
1/14/2019,0.36453202,0.47,0.475
1/21/2019,0.36453202,0.47,0.475
1/28/2019,0.36453202,0.46875,0.4725
2/4/2019,0.354679803,0.45625,0.4625
2/11/2019,0.359605911,0.44,0.435
2/18/2019,0.359605911,0.43,0.435
2/25/2019,0.359605911,0.43,0.4175
3/4/2019,0.359605911,0.43,0.4175
3/11/2019,0.359605911,0.4175,0.40125
3/18/2019,0.359605911,0.4075,0.36875
3/25/2019,0.359605911,0.4075,0.38375
4/1/2019,0.359605911,0.3975,0.38375
4/8/2019,0.354679803,0.3975,0.38125
4/15/2019,0.344827586,0.3975,0.38
4/22/2019,0.334975369,0.38375,0.37875
4/29/2019,0.334975369,0.37375,0.37875
5/6/2020,0.330049261,0.36,0.37625
5/13/2019,0.330049261,0.365,0.37
5/20/2019,0.330049261,0.365,0.36
5/27/2019,0.320197044,0.365,0.36
6/3/2019,0.320197044,0.35875,0.355
6/10/2019,0.310344828,0.355,0.355
6/17/2019,0.305418719,0.3525,0.355
6/24/2019,0.305418719,0.3525,0.355
7/1/2019,0.305418719,0.3525,0.355
7/8/2019,0.305418719,0.3525,0.35
7/15/2019,0.302955665,0.35125,0.3375
7/22/2019,0.302955665,0.35,0.33625
7/29/2019,0.302955665,0.35,0.34
8/5/2019,0.298029557,0.35,0.34
8/12/2019,0.290640394,0.35,0.34
8/19/2019,0.290640394,0.35,0.34
8/26/2019,0.28817734,0.35,0.3625
9/2/2019,0.28817734,0.36,0.36375
9/9/2019,0.28817734,0.35,0.36375
9/16/2019,0.28817734,0.36,0.36375
9/23/2019,0.28817734,0.35375,0.36375
9/30/2019,0.275862069,0.345,0.36
10/7/2019,0.275862069,0.3325,0.35
10/14/2019,0.275862069,0.33,0.345
10/28/2019,0.275862069,0.325,0.345
11/4/2019,0.280788177,0.3025,0.3025
11/11/2019,0.285714286,0.3025,0.3025
11/18/2019,0.285714286,0.3075,0.30375
11/25/2019,0.285714286,0.3075,0.31375
12/2/2019,0.285714286,0.3425,0.345
12/9/2019,0.285714286,0.3425,0.34875
12/16/2019,0.285714286,0.34,0.34875
12/23/2019,0.285714286,0.34,0.34875
1/1/2018,0.216748768,0.265,0.27
1/8/2018,0.216748768,0.2575,0.265
1/15/2018,0.209359606,0.24875,0.2625
1/22/2018,0.209359606,0.2425,0.26
1/29/2018,0.209359606,0.2425,0.26
2/5/2018,0.214285714,0.24,0.24
2/12/2018,0.214285714,0.24,0.24
2/19/2018,0.214285714,0.24,0.24
2/26/2018,0.214285714,0.235,0.24
3/5/2018,0.204433498,0.235,0.25
3/12/2018,0.209359606,0.235,0.25
3/19/2018,0.214285714,0.24,0.25375
3/26/2018,0.221674877,0.24,0.25375
4/2/2018,0.226600985,0.24,0.26125
4/9/2018,0.226600985,0.24,0.26125
4/16/2018,0.226600985,0.2375,0.26375
4/23/2018,0.226600985,0.245,0.26375
4/30/2018,0.236453202,0.25,0.28
5/7/2018,0.246305419,0.25,0.28
5/14/2018,0.251231527,0.2575,0.295
5/21/2018,0.253694581,0.28125,0.2975
5/28/2018,0.256157635,0.28125,0.31375
6/4/2018,0.262315271,0.30875,0.3225
6/11/2018,0.262315271,0.31375,0.3225
6/18/2018,0.275862069,0.3225,0.325
6/25/2018,0.275862069,0.3225,0.325
7/2/2018,0.290640394,0.3225,0.325
7/9/2018,0.290640394,0.3225,0.325
7/16/2018,0.298029557,0.3375,0.345
7/23/2018,0.310344828,0.35,0.3625
7/30/2018,0.315270936,0.3575,0.37125
8/6/2018,0.315270936,0.37375,0.3825
8/13/2018,0.320197044,0.37875,0.39
8/20/2018,0.320197044,0.39,0.40625
8/27/2018,0.320197044,0.4,0.40625
9/3/2018,0.325123153,0.41,0.41375
9/10/2018,0.330049261,0.425,0.435
9/17/2018,0.330049261,0.425,0.435
9/24/2018,0.330049261,0.43125,0.435
10/1/2018,0.334975369,0.435,0.4525
10/8/2018,0.342364532,0.435,0.4575
10/15/2018,0.342364532,0.4375,0.4575
10/22/2018,0.342364532,0.455,0.475
10/29/2018,0.342364532,0.455,0.475
11/5/2018,0.342364532,0.455,0.4625
11/12/2018,0.344827586,0.455,0.45625
11/19/2018,0.344827586,0.455,0.45625
11/26/2018,0.344827586,0.455,0.4563
12/3/2018,0.349753695,0.455,0.44
12/10/2018,0.349753695,0.455,0.445
12/17/2018,0.349753695,0.455,0.445
12/24/2018,0.354679803,0.455,0.445
1/2/2017,0.36453202,0.39,0.415
1/9/2017,0.36453202,0.41,0.4475
1/16/2017,0.36453202,0.41625,0.455
1/23/2017,0.36453202,0.425,0.45875
1/30/2017,0.369458128,0.43,0.46875
2/6/2017,0.369458128,0.445,0.48375
2/13/2017,0.369458128,0.46125,0.495
2/20/2017,0.369458128,0.47375,0.495
2/27/2017,0.369458128,0.48,0.495
3/6/2017,0.369458128,0.485,0.5
3/13/2017,0.369458128,0.485,0.49
3/20/2017,0.369458128,0.485,0.49
3/27/2017,0.379310345,0.48,0.49
4/3/2017,0.39408867,0.49875,0.5
4/10/2017,0.39408867,0.495,0.5
4/17/2017,0.39408867,0.495,0.5
4/24/2017,0.399014778,0.485,0.495
5/1/2017,0.403940887,0.485,0.475
5/8/2017,0.403940887,0.5,0.475
5/15/2017,0.403940887,0.4975,0.465
5/22/2017,0.403940887,0.49,0.46
5/29/2017,0.403940887,0.485,0.46
6/5/2017,0.403940887,0.47375,0.45
6/12/2017,0.403940887,0.455,0.445
6/19/2017,0.39408867,0.45,0.44
6/26/2017,0.389162562,0.4425,0.44
7/3/2017,0.384236453,0.4375,0.4375
7/10/2017,0.384236453,0.4375,0.4325
7/17/2017,0.374384236,0.43,0.425
7/24/2017,0.369458128,0.425,0.425
7/31/2017,0.354679803,0.425,0.4225
8/7/2017,0.349753695,0.41,0.42
8/14/2017,0.349753695,0.405,0.41
8/21/2017,0.349753695,0.395,0.41
8/28/2017,0.325123153,0.3875,0.395
9/4/2017,0.315270936,0.385,0.39
9/11/2017,0.300492611,0.38,0.3825
9/18/2017,0.290640394,0.38,0.38
9/25/2017,0.290640394,0.37,0.375
10/2/2017,0.280788177,0.37,0.375
10/9/2017,0.273399015,0.36,0.37
10/16/2017,0.266009852,0.355,0.365
10/23/2017,0.25862069,0.345,0.3525
10/30/2017,0.246305419,0.33,0.3475
11/6/2017,0.246305419,0.32,0.335
11/13/2017,0.24137931,0.315,0.3275
11/20/2017,0.236453202,0.305,0.31875
11/27/2017,0.236453202,0.3,0.315
12/4/2017,0.231527094,0.295,0.3125
12/11/2017,0.216748768,0.285,0.2975
12/18/2017,0.216748768,0.28,0.2975
12/25/2017,0.216748768,0.27,0.2775
1/4/2016,0.192118227,0.21375,0.24
1/11/2016,0.197044335,0.22,0.24
1/18/2016,0.201970443,0.225,0.24
1/25/2016,0.206896552,0.2225,0.24
2/1/2016,0.206896552,0.2325,0.25
2/8/2016,0.209359606,0.235,0.25
2/15/2016,0.21182266,0.24,0.25
2/22/2016,0.21182266,0.2425,0.25
2/29/2016,0.219211823,0.24125,0.25
3/7/2016,0.219211823,0.24,0.25
3/13/2016,0.221674877,0.2425,0.25
3/21/2016,0.226600985,0.2425,0.25
3/28/2016,0.226600985,0.2425,0.25
4/4/2016,0.229064039,0.24125,0.245
4/11/2016,0.231527094,0.24,0.245
4/18/2016,0.231527094,0.24,0.2425
4/25/2016,0.238916256,0.235,0.24
5/2/2016,0.248768473,0.2325,0.23625
5/9/2016,0.248768473,0.2325,0.23375
5/16/2016,0.248768473,0.2275,0.23375
5/23/2016,0.253694581,0.2375,0.23625
5/30/2016,0.253694581,0.2375,0.23875
6/6/2016,0.253694581,0.2375,0.23875
6/13/2016,0.253694581,0.2425,0.23875
6/20/2016,0.253694581,0.2475,0.23875
6/27/2016,0.263546798,0.2475,0.24875
7/4/2016,0.263546798,0.2475,0.255
7/11/2016,0.268472906,0.255,0.2625
7/18/2016,0.272167488,0.255,0.27125
7/25/2016,0.275862069,0.255,0.27125
8/1/2016,0.275862069,0.255,0.27125
8/8/2016,0.275862069,0.265,0.28625
8/15/2016,0.275862069,0.265,0.2975
8/22/2016,0.295566502,0.285,0.3
8/29/2016,0.305418719,0.295,0.3125
9/5/2016,0.305418719,0.295,0.32125
9/12/2016,0.315270936,0.305,0.32125
9/16/2016,0.31773399,0.305,0.3225
9/26/2016,0.31773399,0.305,0.32625
10/3/2016,0.31773399,0.31,0.32625
10/10/2016,0.320197044,0.3125,0.335
10/17/2016,0.339901478,0.33,0.355
10/24/2016,0.339901478,0.3275,0.355
10/31/2016,0.344827586,0.335,0.365
11/7/2016,0.34729064,0.345,0.37
11/14/2016,0.34729064,0.345,0.375
11/21/2016,0.34729064,0.35,0.3775
11/28/2016,0.34729064,0.35,0.3775
12/5/2016,0.34729064,0.3625,0.38
12/12/2016,0.349753695,0.38125,0.4025
12/19/2016,0.357142857,0.38625,0.4125
12/26/2016,0.36453202,0.38875,0.41375
1/1/2015,0.374384236,0.5625,0.49
1/5/2015,0.374384236,0.56,0.49
1/12/2015,0.325123153,0.54,0.48
1/19/2015,0.315270936,0.535,0.48
1/26/2015,0.305418719,0.525,0.46
2/2/2015,0.305418719,0.515,0.46
2/9/2015,0.305418719,0.51,0.455
2/16/2015,0.285714286,0.48,0.45
2/23/2015,0.273399015,0.465,0.45
3/2/2015,0.264778325,0.455,0.45
3/9/2015,0.261083744,0.45,0.445
3/16/2015,0.246305419,0.445,0.445
3/23/2015,0.236453202,0.4425,0.445
3/30/2015,0.233990148,0.4325,0.4425
4/6/2015,0.233990148,0.4325,0.4425
4/13/2015,0.233990148,0.43,0.4425
4/20/2015,0.233990148,0.425,0.44
4/27/2015,0.232758621,0.42,0.44
5/4/2015,0.232758621,0.42,0.44
5/11/2015,0.232758621,0.42,0.435
5/18/2015,0.231527094,0.42,0.43
5/25/2015,0.231527094,0.4075,0.425
6/1/2015,0.231527094,0.4,0.425
6/8/2015,0.221674877,0.4,0.425
6/15/2015,0.216748768,0.38,0.42
6/22/2015,0.209359606,0.37,0.415
6/29/2015,0.209359606,0.365,0.41
7/6/2015,0.209359606,0.3625,0.405
7/13/2015,0.197044335,0.355,0.405
7/20/2015,0.197044335,0.3425,0.39
7/27/2015,0.192118227,0.33,0.39
8/3/2015,0.192118227,0.3025,0.3825
8/10/2015,0.192118227,0.295,0.325
8/17/2015,0.187192118,0.24,0.3
8/24/2015,0.187192118,0.23,0.28
8/31/2015,0.187192118,0.225,0.25
9/7/2015,0.187192118,0.22,0.24
9/14/2015,0.187192118,0.21,0.22
9/21/2015,0.187192118,0.2,0.215
9/28/2015,0.187192118,0.1975,0.21
10/5/2015,0.18226601,0.195,0.2075
10/12/2015,0.18226601,0.2,0.2075
10/19/2015,0.18226601,0.22,0.21
10/26/2015,0.18226601,0.2,0.21
11/2/2015,0.18226601,0.205,0.225
11/9/2015,0.18226601,0.2075,0.225
11/16/2015,0.18226601,0.2125,0.2325
11/23/2015,0.18226601,0.21125,0.2325
11/30/2015,0.18226601,0.21125,0.2325
12/7/2015,0.184729064,0.21125,0.2375
12/14/2015,0.187192118,0.21125,0.2375
12/21/2015,0.187192118,0.21625,0.24
1/1/2014,0.625615764,0.56,0.58875
1/6/2014,0.625615764,0.5625,0.58875
1/13/2014,0.571428571,0.5675,0.60375
1/20/2014,0.586206897,0.5775,0.60625
1/27/2014,0.586206897,0.58,0.6075
2/3/2014,0.586206897,0.585,0.61
2/10/2014,0.586206897,0.5875,0.6125
2/17/2014,0.586206897,0.6075,0.615
2/24/2014,0.586206897,0.61125,0.625
3/3/2014,0.586206897,0.61125,0.62875
3/10/2014,0.586206897,0.615,0.63125
3/17/2014,0.586206897,0.6225,0.645
3/24/2014,0.591133005,0.62875,0.64875
3/31/2014,0.591133005,0.63,0.645
4/7/2014,0.60591133,0.635,0.64625
4/14/2014,0.613300493,0.6375,0.6475
4/21/2014,0.613300493,0.65,0.65375
4/28/2014,0.603448276,0.65375,0.65375
5/5/2014,0.603448276,0.6575,0.65875
5/12/2014,0.596059113,0.6625,0.6725
5/19/2014,0.588669951,0.6675,0.66625
5/26/2014,0.577586207,0.66625,0.6625
6/2/2014,0.577586207,0.665,0.66
6/9/2014,0.572660099,0.665,0.66
6/16/2014,0.5591133,0.66125,0.655
6/23/2014,0.5591133,0.66,0.655
6/30/2014,0.5591133,0.6575,0.6575
7/7/2014,0.541871921,0.65875,0.6575
7/14/2014,0.539408867,0.6575,0.6575
7/21/2014,0.539408867,0.6625,0.67
7/28/2014,0.53817734,0.65875,0.67
8/4/2014,0.53817734,0.6575,0.67
8/11/2014,0.530788177,0.6575,0.67
8/18/2014,0.528325123,0.6575,0.67
8/25/2014,0.523399015,0.6575,0.67
9/1/2014,0.523399015,0.655,0.66
9/8/2014,0.483990148,0.65125,0.645
9/15/2014,0.464285714,0.65,0.6225
9/22/2014,0.454433498,0.64,0.61
9/29/2014,0.454433498,0.63,0.61
10/6/2014,0.454433498,0.63,0.605
10/13/2014,0.418719212,0.6125,0.6
10/20/2014,0.399014778,0.61,0.5975
10/27/2014,0.408866995,0.61,0.5975
11/3/2014,0.408866995,0.5975,0.5975
11/10/2014,0.403940887,0.58875,0.58875
11/17/2014,0.403940887,0.58875,0.58875
11/24/2014,0.39408867,0.585,0.585
12/1/2014,0.39408867,0.585,0.585
12/8/2014,0.389162562,0.5775,0.58
12/15/2014,0.384236453,0.575,0.58
12/22/2014,0.384236453,0.57,0.54
1/1/2013,0.75862069,0.64,0.625
1/7/2013,0.719211823,0.66,0.63
1/14/2013,0.729064039,0.63,0.625
1/21/2013,0.719211823,0.625,0.6025
1/28/2013,0.719211823,0.6225,0.59
2/4/2013,0.714285714,0.62,0.58625
2/11/2013,0.714285714,0.6175,0.58
2/18/2013,0.714285714,0.6,0.57875
2/25/2013,0.699507389,0.59,0.57
3/4/2013,0.699507389,0.58,0.565
3/11/2013,0.684729064,0.57,0.5625
3/18/2013,0.674876847,0.555,0.56125
3/25/2013,0.669950739,0.55,0.56
4/1/2013,0.660098522,0.535,0.56
4/8/2013,0.630541872,0.535,0.56
4/15/2013,0.63546798,0.54,0.5625
4/22/2013,0.63546798,0.5425,0.565
4/29/2013,0.63546798,0.5425,0.565
5/6/2013,0.63546798,0.5425,0.565
5/13/2013,0.63546798,0.54,0.5825
5/20/2013,0.63546798,0.54125,0.5825
5/27/2013,0.63546798,0.54,0.58125
6/3/2013,0.63546798,0.5375,0.58125
6/10/2013,0.63546798,0.54375,0.585
6/17/2013,0.63546798,0.5425,0.585
6/24/2013,0.63546798,0.5425,0.59125
7/1/2013,0.63546798,0.545,0.59125
7/8/2013,0.618226601,0.545,0.5925
7/15/2013,0.620689655,0.545,0.5925
7/22/2013,0.623152709,0.545,0.59125
7/29/2013,0.623152709,0.5425,0.59125
8/5/2013,0.623152709,0.5425,0.59
8/12/2013,0.630541872,0.5425,0.585
8/19/2013,0.630541872,0.5425,0.585
8/26/2013,0.630541872,0.54,0.585
9/2/2013,0.630541872,0.54,0.5775
9/9/2013,0.630541872,0.54,0.57625
9/16/2013,0.630541872,0.53875,0.565
9/23/2013,0.630541872,0.53875,0.56375
9/30/2013,0.630541872,0.53875,0.56375
10/28/2013,0.640394089,0.54,0.55625
11/4/2013,0.640394089,0.54,0.5625
11/11/2013,0.63546798,0.54,0.565
11/18/2013,0.633004926,0.5425,0.5675
11/25/2013,0.633004926,0.5475,0.57125
12/2/2013,0.630541872,0.55,0.57375
12/9/2013,0.630541872,0.5525,0.58125
12/16/2013,0.625615764,0.55375,0.58125
12/23/2013,0.625615764,0.5525,0.5875
1/2/2012,0.75862069,0.655,0.6775
1/9/2012,0.827586207,0.6925,0.68375
1/16/2012,0.84729064,0.7075,0.70625
1/23/2012,0.84729064,0.71,0.71625
1/30/2012,0.84729064,0.71,0.7175
2/6/2012,0.84729064,0.705,0.69
2/13/2012,0.84729064,0.705,0.6725
2/20/2012,0.84729064,0.705,0.67125
2/27/2012,0.84729064,0.7,0.595
3/5/2012,0.84729064,0.6525,0.545
3/12/2012,0.84729064,0.6375,0.54
